GENE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	PWY	Module	Module-Name	Module-Completeness	Metabolism	Metabolism-name	KO-name	EC	MAG	Condition
metabat2.spades.25_9_107	16.35101626	-2.983455093	1.062487117	-2.807991782	0.0049851499	0.0781788222	K07306	,energy,transporters,transporters	No Module	-	-	-	,Sulfur  metabolism  ,-,-	dmsA; anaerobic dimethyl sulfoxide reductase subunit A	1.8.5.3	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_7_114	8.571478428	-2.979197606	1.218194067	-2.45	0.0145	0.1362031092	K02010,K11072	transporters	No Module	-	-			afuC fbpC; iron(III) transport system ATP-binding protein	7.2.2.7	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_1_179	10.78201074	-2.973260534	0.8197402795	-3.627076292	0.0002866486182	0.01142271425	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_1_154	122.224673	-2.961919277	0.7259739404	-4.079925067	4.51e-05	0.003590156041	K13993		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
vamb.spades.267_12_9	3.241600895	-2.961147167	1.522009668	-1.95	0.05170871884	0.3006492652	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.006_4_101	22.47741933	-2.957565461	0.9149912045	-3.232343051	0.001227795617	0.09767325821	K01610	,energy,carbohydrate,carbohydrate,carbohydrate	M00003,M00170	Gluconeogenesis, oxaloacetate => fructose-6P,C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	100.0,25.0	,710,10,20,620	,Carbon  fixation  in  photosynthetic  organisms  ,Glycolysis  /  Gluconeogenesis  ,Citrate  cycle  (TCA  cycle)  ,Pyruvate  metabolism	pckA; phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	Moorellia_sp._UNIPD5	AA
maxbin2.megahit.017_53_36	8.679643437	-2.952255278	1.031066769	-2.86	0.00419	0.06903667968	K00040	carbohydrate	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	100	40	Pentose  and  glucuronate  interconversions	uxuB; fructuronate reductase	1.1.1.57	Tepidanaerobacteraceae_sp._UNIPD3	AA
metabat2.spades.15_4_83	105.6081174	-2.941458393	0.5139355269	-5.723399607	1.04e-08	6.06e-07	K15342	,geneticInformation,protein_familiies_signalling	No Module	-	-	34,002,048	,DNA  repair  and  recombination  proteins  BR:ko03400\n,Prokaryotic  defense  system  BR:ko02048\n	['cas1;', 'CRISP-associated', 'protein', 'Cas1\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_17_70	6.781874804	-2.937814124	1.209854387	-2.43	0.01517239252	0.1399398639	K13963	protein_families	No Module	-	-	1003	Glycosyltransferases  BR:ko01003\n	['SERPINB;', 'serpin', 'B\n']	-	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.006_1_66	26.62216997	-2.932238756	0.8246630216	-3.555681143	0.0003770010856	0.04826249758	K00197	,energy,energy	M00357,M00377,M00422,M00617,M00618	Methanogenesis, acetate => methane,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),Acetyl-CoA pathway, CO2 => acetyl-CoA,Methanogen,Acetogen	50.0,100.0,0.0,50.0,100.0	720,680	,Carbon  fixation  pathways  in  prokaryotes  ,Methane  metabolism	cdhE acsC; acetyl-CoA decarbonylase/synthase CODH/ACS complex subunit gamma	2.1.1.245	Moorellia_sp._UNIPD5	AA
maxbin2.spades.001_1_7	332.9201638	-2.930995112	1.041084557	-2.815328585	0.004872738409	0.02744520575	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.15_11_30	83.63183864	-2.918739165	0.5309428949	-5.5	3.86e-08	2.13e-06	K03802	,noPWY,noPWY	No Module	-	-	9,998,099,980	,Enzymes  with  EC  numbers\n,Enzymes  with  EC  numbers\n	cphA; cyanophycin synthetase	6.3.2.29,6.3.2.29	Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.267_31_44	2.836698664	-2.909054302	1.553860432	-1.872146457	0.06118634421	0.3280741515	K00604	cofactors_and_vitamins	No Module	-	-	670	One  carbon  pool  by  folate	MTFMT fmt; methionyl-tRNA formyltransferase	2.1.2.9	Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.006_3_134	126.8667796	-2.900595901	0.6431066437	-4.51	6.47e-06	0.002133638949	-		No Module	-	-					Moorellia_sp._UNIPD5	AA
metabat2.spades.15_4_79	85.35575509	-2.897684747	0.5392642123	-5.373404504	7.73e-08	3.96e-06	K19115,K19118	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['csh2;', 'CRISPR-associated', 'protein', 'Csh2\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.267_14_6	4.196160755	-2.893945004	1.373227591	-2.107403771	0.03508259501	0.2349605012	K03787	,cofactors_and_vitamins,nucleotide,nucleotide	No Module	-	-	760,230,240	,Nicotinate  and  nicotinamide  metabolism  ,Purine  metabolism  ,Pyrimidine  metabolism	"surE; ""5/3-nucleotidase"" "	3.1.3.5,3.1.3.5	Tepidanaerobacteraceae_sp._UNIPD27	AA
metabat2.spades.15_1_142	15.64442076	-2.889229792	0.7066247737	-4.088775118	4.34e-05	0.0006633780183	K01649	,aminoacids,carbohydrate	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	100	290,620	,Valine   leucine  and  isoleucine  biosynthesis  ,Pyruvate  metabolism	leuA IMS; 2-isopropylmalate synthase	2.3.3.13	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_37_2	10.96244486	-2.876607918	0.7768414329	-3.7	0.0002131037205	0.004877169241	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.megahit.017_99_3	8.272032944	-2.871907333	1.580744227	-1.816807098	0.06924665556	0.4751089979	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD3	AA
metabat2.spades.15_20_40	6.131565458	-2.860526137	0.9637910552	-2.96799407	0.002997501133	0.01890346118	K03411		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_65_4	1.580648487	-2.853216953	1.765218557	-1.616353364	0.1060179353	0.3466799054	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.006_3_142	29.20855244	-2.851634602	0.8014528456	-3.558081573	0.0003735733082	0.04826249758	-		No Module	-	-					Moorellia_sp._UNIPD5	AA
metabat2.spades.25_1_109	11.11114783	-2.850631829	1.041988512	-2.735761284	0.006223615596	0.08713061835	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
vamb.megahit.488_10_22	10.61677099	-2.846431869	0.8548680341	-3.329674003	0.0008694771778	0.2836669293	K13993		No Module	-	-					Tepidimicrobium_xylanilyticum_UNIPD19	AA
metabat2.spades.25_41_7	11.1044476	-2.841146221	1.346254635	-2.110407754	0.03482324912	0.2186477945	K02036	transporters	No Module	-	-			pstB; phosphate transport system ATP-binding protein	7.3.2.1	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_41_8	23.05549001	-2.821914388	1.178188495	-2.395129812	0.01661448191	0.1399398639	K02038	transporters	No Module	-	-			['pstA;', 'phosphate', 'transport', 'system', 'permease', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
metabat2.megahit.33_44_12	2.764716938	-2.821113709	1.382437206	-2.040681266	0.04128251862	0.2072185923	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_4_82	36.99729636	-2.820797951	0.550331519	-5.125634012	2.97e-07	1.16e-05	K07464	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	cas4; CRISPR-associated exonuclease Cas4	3.1.12.1	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_3_20	321.4388193	-2.816408871	0.5381503044	-5.23	1.66e-07	7.38e-06	K08309		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_4_109	59.87091224	-2.810791392	0.5368133946	-5.236067916	1.64e-07	7.38e-06	K19142	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr6;', 'CRISPR-associated', 'protein', 'Cmr6\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.267_40_8	4.420820105	-2.803936628	1.427297095	-1.96	0.0495	0.2918084067	K09155	noPWY	No Module	-	-	99997	Function  unknown\n	['K09155;', 'uncharacterized', 'protein\n']	-	Tepidanaerobacteraceae_sp._UNIPD27	AA
metabat2.spades.15_8_19	43.12588178	-2.794881726	0.6133521552	-4.556732543	5.2e-06	0.0001200278369	K02407		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_2_116	37.96622369	-2.784306129	0.8434159208	-3.3	0.0009626348589	0.007839587484	K02443	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['glpP;', 'glycerol', 'uptake', 'operon', 'antiterminator\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_19_13	12.55807986	-2.757416056	1.141362148	-2.415899336	0.01569640012	0.1399398639	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_11_65	16.47912389	-2.75374405	0.8882696424	-3.1	0.001934411018	0.04458284729	K03969		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_4_77	58.52639816	-2.753436653	0.5734302214	-4.8	1.57e-06	4.81e-05	K19142	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr6;', 'CRISPR-associated', 'protein', 'Cmr6\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_1_173	4.253652889	-2.752747038	1.092044132	-2.520728748	0.01171120912	0.05122323406	K18640		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.857_46_7	15.61688719	-2.742847931	0.8107995424	-3.38	0.0007172662514	0.4716613352	K03406		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD32	AA
maxbin2.spades.001_1_9	1522.567404	-2.740889338	0.9320190503	-2.940808277	0.003273570803	0.02069446158	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.15_8_21	10.02451899	-2.735735558	0.8549772084	-3.199776007	0.001375344295	0.01048410601	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_57_3	11.09506888	-2.733111927	0.9333581626	-2.928256307	0.003408689232	0.03793860636	K03088		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.megahit.33_33_15	9.600633998	-2.731769638	0.9785978714	-2.791513979	0.005246209151	0.0522687581	K00609	,aminoacids,nucleotide	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	83.33333333	250,240	,Alanine   aspartate  and  glutamate  metabolism  ,Pyrimidine  metabolism	pyrB PYR2; aspartate carbamoyltransferase catalytic subunit	2.1.3.2	Tissierellaceae_sp._UNIPD12	AA
metabat2.megahit.33_75_80	2.409720947	-2.731572774	1.542438635	-1.770944213	0.07656997913	0.2931785893	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_9_72	29.75845241	-2.725586017	0.5682416956	-4.8	1.61e-06	4.87e-05	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.006_3_147	99.49470362	-2.723939776	0.549537197	-4.956788714	7.17e-07	0.0004133442631	K11180	energy	M00596	Dissimilatory sulfate reduction, sulfate => H2S	33.33333333	920	Sulfur  metabolism	dsrA; dissimilatory sulfite reductase alpha subunit	1.8.1.22	Moorellia_sp._UNIPD5	AA
metabat2.spades.15_20_39	21.26163548	-2.72267481	0.7261323474	-3.75	0.000177	0.002090730039	K02405		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_69_41	9.095226447	-2.715349009	0.8110649303	-3.35	0.0008143191907	0.01355404008	K07033,K09014	noPWY	No Module	-	-	99997	Function  unknown\n	['K07033;', 'uncharacterized', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_4_76	35.17065334	-2.712204668	0.615358053	-4.41	1.05e-05	0.0002110908368	K19141	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr5;', 'CRISPR-associated', 'protein', 'Cmr5\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_40_4	6.64129503	-2.707297584	0.9158931984	-2.955909694	0.003117483537	0.03591493249	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_20_37	9.106893634	-2.706760831	0.7239429376	-3.738914617	0.0001848164802	0.002134818934	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_12_2	203.2585639	-2.701316318	0.6005364247	-4.498172313	6.85e-06	0.0001542747708	K01534	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	zntA; Zn2+/Cd2+-exporting ATPase	7.2.2.12,7.2.2.12	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_2_109	24.60769256	-2.679098529	0.8757207764	-3.059306803	0.002218498265	0.01522024264	K05878	lipid	No Module	-	-	561	Glycerolipid  metabolism	dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK	2.7.1.121	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_9_44	876.9325852	-2.678025001	0.6742340535	-3.97	7.13e-05	0.004923501416	K16937	energy	No Module	-	-	920	Sulfur  metabolism	doxD; thiosulfate dehydrogenase (quinone) large subunit	1.8.5.2	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.18_20_25	1844.016462	-2.677212409	0.692537417	-3.87	0.000111	0.05321880336	K04564		No Module	-	-					Limnochordia_sp._UNIPD14	AA
metabat2.spades.15_8_14	1699.680317	-2.66397246	0.496076214	-5.37	7.87e-08	3.96e-06	K02406		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_4_75	91.41168989	-2.655452008	0.5904555889	-4.497293374	6.88e-06	0.0001542747708	K09000	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr4;', 'CRISPR-associated', 'protein', 'Cmr4\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.megahit.295_53_3	26.96879957	-2.654164689	0.7255719068	-3.66	0.000254	0.4186016694	K04759	transporters	No Module	-	-			['feoB;', 'ferrous', 'iron', 'transport', 'protein', 'B\n']	-	Lutisporaceae_sp._UNIPD17	AA
maxbin2.megahit.017_128_77	13.22797926	-2.653416792	0.8119710921	-3.267871009	0.001083597395	0.03835033209	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD3	AA
metabat2.spades.25_5_31	6.753265612	-2.643604836	1.367316963	-1.933425027	0.05318386069	0.2807309915	K02076,K03711	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['zurR,', 'zur;', 'Fur', 'family', 'transcriptional', 'regulator,', 'zinc', 'uptake', 'regulator\n']	-	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.18_7_15	13.4164321	-2.642388157	0.8432330198	-3.13	0.001726529277	0.2362688388	K21022		No Module	-	-					Limnochordia_sp._UNIPD14	AA
vamb.megahit.488_5_1	12.41800335	-2.633747581	0.6478366847	-4.07	4.79e-05	0.03128078052	-		No Module	-	-					Tepidimicrobium_xylanilyticum_UNIPD19	AA
vamb.spades.267_54_34	4.60175132	-2.633220041	1.310566532	-2.009222711	0.04451352024	0.2762897371	K03570		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_8	782.0423809	-2.63147259	0.9772891684	-2.692624328	0.00708920984	0.0356035872	K00441	energy	No Module	-	-	680	Methane  metabolism	frhB; coenzyme F420 hydrogenase subunit beta	1.12.98.1	Methanothermobacter_thermautotrophicus_UNIPD4	AA
vamb.spades.267_54_40	5.86242553	-2.624842021	1.27189165	-2.06	0.039	0.2522317488	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
metabat2.spades.15_2_55	301.6186577	-2.624820452	0.4249188747	-6.177227251	6.52e-10	4.62e-08	K10439,K10549,K17202	transporters	No Module	-	-			['rbsB;', 'ribose', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_8_94	52.30984083	-2.622634357	0.6725895481	-3.89930882	9.65e-05	0.001277209411	K01945	nucleotide	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	100	230	Purine  metabolism	purD; phosphoribosylamine---glycine ligase	6.3.4.13	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_21_16	8.118524051	-2.608746562	0.9800170359	-2.661940014	0.00776917227	0.1012558853	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.25_22_22	11.14664139	-2.608076807	0.8704864645	-3.0	0.002734440585	0.05197561347	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_1_6	157.417654	-2.60518348	0.5271950613	-4.941593106	7.75e-07	2.58e-05	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.267_21_6	13.41537972	-2.602287934	0.8878350443	-2.931048905	0.003378195952	0.04728779629	K00575,K03408,K13924		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_1728	17.64125528	-2.601564063	0.7332984726	-3.55	0.000389	0.004108071399	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.megahit.33_19_2	17.89053243	-2.59855064	0.869063013	-2.9900601	0.002789225612	0.03404545687	K03892	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['arsR;', 'ArsR', 'family', 'transcriptional', 'regulator,', 'arsenate/arsenite/antimonite-responsive', 'transcriptional', 'repressor\n']	-	Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_6_111	94.07337818	-2.595047445	0.395149109	-6.567261285	5.12e-11	4.3e-09	K10546	transporters	No Module	-	-			['chvE;', 'putative', 'multiple', 'sugar', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_3_110	6.923741711	-2.593304285	0.9744859397	-2.661202362	0.007786214584	0.03753688023	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_20_31	15.65975065	-2.584882584	0.9333645439	-2.769424445	0.005615542706	0.08171793444	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_13_10	63.472667	-2.579687639	0.4933419179	-5.23	1.7e-07	7.42e-06	K02390		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_4_9	7.14798472	-2.577531485	0.8543253782	-3.017037244	0.002552584475	0.0317811358	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.18_7_26	99.88524879	-2.574597881	0.9369311274	-2.747905161	0.005997735484	0.2851674521	K09790	noPWY	No Module	-	-	99997	Function  unknown\n	['K09790;', 'uncharacterized', 'protein\n']	-	Limnochordia_sp._UNIPD14	AA
metabat2.spades.25_5_32	106.8786374	-2.572739886	0.8918411511	-2.88	0.003917230278	0.06545565433	K09815	transporters	No Module	-	-			['znuA;', 'zinc', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_20_43	31.52033369	-2.572254281	0.6768390069	-3.800393084	0.0001444667396	0.001777569013	K03407		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_74_1	200.6519717	-2.567526614	0.4855698312	-5.287656788	1.24e-07	9.98e-06	K01534	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	zntA; Zn2+/Cd2+-exporting ATPase	7.2.2.12,7.2.2.12	Tissierellaceae_sp._UNIPD12	AA
metabat2.megahit.33_69_16	15.19776945	-2.558088346	0.9100517711	-2.810926177	0.004939911882	0.05024738652	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.006_5_101	48.79456206	-2.557360495	0.7274458622	-3.515533771	0.0004388709401	0.05062376294	-		No Module	-	-					Moorellia_sp._UNIPD5	AA
metabat2.spades.15_4_119	28.53835112	-2.551019372	0.5201106583	-4.904762728	9.35e-07	3.07e-05	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_13_2	5.050226012	-2.550818786	1.024037566	-2.490942589	0.01274047048	0.05442344369	K02420		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_4_78	158.0692004	-2.545618666	0.4945038312	-5.14782395	2.64e-07	1.05e-05	K19114	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['csh1;', 'CRISPR-associated', 'protein', 'Csh1\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_147	7.13898756	-2.538679841	1.088999513	-2.33	0.01974261399	0.07483154319	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.25_41_9	53.23639056	-2.536709838	1.66527842	-1.523294728	0.1276849856	0.4146760035	K02037	transporters	No Module	-	-			['pstC;', 'phosphate', 'transport', 'system', 'permease', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_13_12	7.591734797	-2.536004632	0.9416759889	-2.693075603	0.007079621326	0.03499620673	K02389		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_21_24	12.20545415	-2.529825704	0.8453450613	-2.99	0.002765626401	0.05197561347	K07033,K09015	noPWY	No Module	-	-	99997	Function  unknown\n	['K07033;', 'uncharacterized', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
vamb.spades.222_41_22	12.65132224	-2.523731888	0.7246047596	-3.48290824	0.0004959983396	0.02451648936	-		No Module	-	-					Tepidimicrobiaceae_sp._UNIPD26	AA
metabat2.spades.15_20_47	15.46480063	-2.522158719	0.6726953608	-3.749332709	0.0001773057277	0.002090730039	K02404		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.25_31_11	28.16681292	-2.518712932	0.7102171485	-3.546398361	0.0003905353595	0.01395153905	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.megahit.33_71_1	705.5749705	-2.513711527	0.287341988	-8.748152486	2.17e-18	2.18e-15	K02652		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.18_29_1	17.80896465	-2.507330734	0.9066535295	-2.76547838	0.005683937266	0.2851674521	K00852,K18478	carbohydrate	No Module	-	-	30	Pentose  phosphate  pathway	rbsK RBKS; ribokinase	2.7.1.15	Limnochordia_sp._UNIPD14	AA
vamb.megahit.488_4_45	11.57804752	-2.502772802	0.7347441771	-3.41	0.0006584527603	0.2836669293	K04564		No Module	-	-					Tepidimicrobium_xylanilyticum_UNIPD19	AA
metabat2.spades.15_1_151	121.350407	-2.497802933	0.6540477006	-3.818991995	0.0001339981105	0.001685398457	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
vamb.spades.267_62_4	6.945243666	-2.496701763	1.102749322	-2.264070095	0.02356980394	0.1937961658	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
metabat2.spades.15_4_84	37.53235424	-2.491133646	0.5926241351	-4.203564281	2.63e-05	0.000443920542	K09951	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cas2;', 'CRISPR-associated', 'protein', 'Cas2\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
